"ADMX","Parent Category","Name","Display Name","Class","Explain Text","Supported On","Key","Value Name"
"AddRemovePrograms.admx","Add or Remove Programs","NoAddFromCDorFloppy","Hide the ""Add a program from CD-ROM or floppy disk"" option","User","","Windows Server 2003, Windows XP, and Windows 2000 only","Software\Microsoft\Windows\CurrentVersion\Policies\Uninstall","NoAddFromCDorFloppy"
"AddRemovePrograms.admx","Add or Remove Programs","NoAddFromInternet","Hide the ""Add programs from Microsoft"" option","User","","Windows Server 2003, Windows XP, and Windows 2000 only","Software\Microsoft\Windows\CurrentVersion\Policies\Uninstall","NoAddFromInternet"
"AddRemovePrograms.admx","Add or Remove Programs","NoAddFromNetwork","Hide the ""Add programs from your network"" option","User","","Windows Server 2003, Windows XP, and Windows 2000 only","Software\Microsoft\Windows\CurrentVersion\Policies\Uninstall","NoAddFromNetwork"
"AddRemovePrograms.admx","Add or Remove Programs","NoAddPage","Hide Add New Programs page","User","","Windows Server 2003, Windows XP, and Windows 2000 only","Software\Microsoft\Windows\CurrentVersion\Policies\Uninstall","NoAddPage"
"AddRemovePrograms.admx","Add or Remove Programs","NoAddRemovePrograms","Remove Add or Remove Programs","User","","Windows Server 2003, Windows XP, and Windows 2000 only","Software\Microsoft\Windows\CurrentVersion\Policies\Uninstall","NoAddRemovePrograms"
"AddRemovePrograms.admx","Add or Remove Programs","NoChooseProgramsPage","Hide the Set Program Access and Defaults page","User","","Windows Server 2003, Windows XP, and Windows 2000 only","Software\Microsoft\Windows\CurrentVersion\Policies\Uninstall","NoChooseProgramsPage"
"AddRemovePrograms.admx","Add or Remove Programs","NoRemovePage","Hide Change or Remove Programs page","User","","Windows Server 2003, Windows XP, and Windows 2000 only","Software\Microsoft\Windows\CurrentVersion\Policies\Uninstall","NoRemovePage"
"AddRemovePrograms.admx","Add or Remove Programs","NoServices","Go directly to Components Wizard","User","","Windows Server 2003, Windows XP, and Windows 2000 only","Software\Microsoft\Windows\CurrentVersion\Policies\Uninstall","NoServices"
"AddRemovePrograms.admx","Add or Remove Programs","NoSupportInfo","Remove Support Information","User","","Windows Server 2003, Windows XP, and Windows 2000 only","Software\Microsoft\Windows\CurrentVersion\Policies\Uninstall","NoSupportInfo"
"AddRemovePrograms.admx","Add or Remove Programs","NoWindowsSetupPage","Hide Add/Remove Windows Components page","User","","Windows Server 2003, Windows XP, and Windows 2000 only","Software\Microsoft\Windows\CurrentVersion\Policies\Uninstall","NoWindowsSetupPage"
"AllowBuildPreview.admx","Data Collection and Preview Builds","AllowBuildPreview","Toggle user control over Insider builds","Machine","","Windows Server 2016, Windows 10 up to Version 1703","Software\Policies\Microsoft\Windows\PreviewBuilds","AllowBuildPreview"
"AppCompat.admx","Application Compatibility","AppCompatPrevent16BitMach","Prevent access to 16-bit applications","Machine","","At least Windows Server 2003","Software\Policies\Microsoft\Windows\AppCompat","VDMDisallowed"
"AppCompat.admx","Application Compatibility","AppCompatRemoveProgramCompatPropPage","Remove Program Compatibility Property Page","Machine","","At least Windows Server 2003","Software\Policies\Microsoft\Windows\AppCompat","DisablePropPage"
"AppCompat.admx","Application Compatibility","AppCompatTurnOffApplicationImpactTelemetry","Turn off Application Telemetry","Machine","","At least Windows Server 2008 R2 or Windows 7","Software\Policies\Microsoft\Windows\AppCompat","AITEnable"
"AppCompat.admx","Application Compatibility","AppCompatTurnOffSwitchBack","Turn off SwitchBack Compatibility Engine","Machine","","At least Windows Server 2008 R2 or Windows 7","Software\Policies\Microsoft\Windows\AppCompat","SbEnable"
"AppCompat.admx","Application Compatibility","AppCompatTurnOffEngine","Turn off Application Compatibility Engine","Machine","","At least Windows Server 2003","Software\Policies\Microsoft\Windows\AppCompat","DisableEngine"
"AppCompat.admx","Application Compatibility","AppCompatTurnOffProgramCompatibilityAssistant_1","Turn off Program Compatibility Assistant","User","","At least Windows Vista","Software\Policies\Microsoft\Windows\AppCompat","DisablePCA"
"AppCompat.admx","Application Compatibility","AppCompatTurnOffProgramCompatibilityAssistant_2","Turn off Program Compatibility Assistant","Machine","","At least Windows Vista","Software\Policies\Microsoft\Windows\AppCompat","DisablePCA"
"AppCompat.admx","Application Compatibility","AppCompatTurnOffUserActionRecord","Turn off Steps Recorder","Machine","","At least Windows Server 2008 R2 or Windows 7","Software\Policies\Microsoft\Windows\AppCompat","DisableUAR"
"AppCompat.admx","Application Compatibility","AppCompatTurnOffProgramInventory","Turn off Inventory Collector","Machine","","At least Windows Server 2008 R2 or Windows 7","Software\Policies\Microsoft\Windows\AppCompat","DisableInventory"
"AppHVSI.admx","Microsoft Defender Application Guard","AppHVSI_AllowAppHVSIConfig","Turn on Microsoft Defender Application Guard in Managed Mode","Machine","","Windows 10 Enterprise, Windows 10 Education, or later","SOFTWARE\Policies\Microsoft\AppHVSI","AllowAppHVSI_ProviderSet"
"AppHVSI.admx","Microsoft Defender Application Guard","AppHVSI_ClipboardConfig","Configure Microsoft Defender Application Guard clipboard settings","Machine","","Windows 10 Enterprise, Windows 10 Education, or later","SOFTWARE\Policies\Microsoft\AppHVSI","AppHVSIClipboardSettings ; AppHVSIClipboardFileType"
"AppHVSI.admx","Microsoft Defender Application Guard","AppHVSI_CertificateThumbprints","Allow Microsoft Defender Application Guard to use Root Certificate Authorities from the user’s device","Machine","","Windows 10 Enterprise, Windows 10 Education, or later","SOFTWARE\Policies\Microsoft\AppHVSI","CertificateThumbprints"
"AppHVSI.admx","Microsoft Defender Application Guard","AppHVSI_PrintingConfig","Configure Microsoft Defender Application Guard print settings","Machine","","Windows 10 Enterprise, Windows 10 Education, or later","SOFTWARE\Policies\Microsoft\AppHVSI","AppHVSIPrintingSettings"
"AppHVSI.admx","Microsoft Defender Application Guard","AppHVSI_BlockNonEnterpriseContentConfig","Prevent enterprise websites from loading non-enterprise content in Microsoft Edge and Internet Explorer","Machine","","Windows 10 Enterprise, Windows 10 Education, or later","SOFTWARE\Policies\Microsoft\AppHVSI","BlockNonEnterpriseContent"
"AppHVSI.admx","Microsoft Defender Application Guard","AppHVSI_AllowCameraMicrophoneRedirectionConfig","Allow camera and microphone access in Microsoft Defender Application Guard","Machine","","Windows 10 Enterprise, Windows 10 Education, or later","SOFTWARE\Policies\Microsoft\AppHVSI","AllowCameraMicrophoneRedirection"
"AppHVSI.admx","Microsoft Defender Application Guard","AppHVSI_AllowPersistence","Allow data persistence for Microsoft Defender Application Guard","Machine","","Windows 10 Enterprise, Windows 10 Education, or later","SOFTWARE\Policies\Microsoft\AppHVSI","AllowPersistence"
"AppHVSI.admx","Microsoft Defender Application Guard","AppHVSI_AllowVirtualGPU","Allow hardware-accelerated rendering for Microsoft Defender Application Guard","Machine","","Windows 10 Enterprise, Windows 10 Education, or later","SOFTWARE\Policies\Microsoft\AppHVSI","AllowVirtualGPU"
"AppHVSI.admx","Microsoft Defender Application Guard","AppHVSI_AuditApplicationGuardConfig","Allow auditing events in Microsoft Defender Application Guard","Machine","","Windows 10 Enterprise, Windows 10 Education, or later","SOFTWARE\Policies\Microsoft\AppHVSI","AuditApplicationGuard"
"AppHVSI.admx","Microsoft Defender Application Guard","AppHVSI_SaveFilesToHost","Allow files to download and save to the host operating system from Microsoft Defender Application Guard","Machine","","Windows 10 Enterprise, Windows 10 Education, or later","SOFTWARE\Policies\Microsoft\AppHVSI","SaveFilesToHost"
"AppPrivacy.admx","App Privacy","LetAppsAccessAccountInfo","Let Windows apps access account information","Machine","","At least Windows Server 2016, Windows 10","Software\Policies\Microsoft\Windows\AppPrivacy","LetAppsAccessAccountInfo ; LetAppsAccessAccountInfo_UserInControlOfTheseApps ; LetAppsAccessAccountInfo_ForceAllowTheseApps ; LetAppsAccessAccountInfo_ForceDenyTheseApps"
"AppPrivacy.admx","App Privacy","LetAppsAccessCalendar","Let Windows apps access the calendar","Machine","","At least Windows Server 2016, Windows 10","Software\Policies\Microsoft\Windows\AppPrivacy","LetAppsAccessCalendar ; LetAppsAccessCalendar_UserInControlOfTheseApps ; LetAppsAccessCalendar_ForceAllowTheseApps ; LetAppsAccessCalendar_ForceDenyTheseApps"
"AppPrivacy.admx","App Privacy","LetAppsAccessCallHistory","Let Windows apps access call history","Machine","","At least Windows Server 2016, Windows 10","Software\Policies\Microsoft\Windows\AppPrivacy","LetAppsAccessCallHistory ; LetAppsAccessCallHistory_UserInControlOfTheseApps ; LetAppsAccessCallHistory_ForceAllowTheseApps ; LetAppsAccessCallHistory_ForceDenyTheseApps"
"AppPrivacy.admx","App Privacy","LetAppsAccessCamera","Let Windows apps access the camera","Machine","","At least Windows Server 2016, Windows 10","Software\Policies\Microsoft\Windows\AppPrivacy","LetAppsAccessCamera ; LetAppsAccessCamera_UserInControlOfTheseApps ; LetAppsAccessCamera_ForceAllowTheseApps ; LetAppsAccessCamera_ForceDenyTheseApps"
"AppPrivacy.admx","App Privacy","LetAppsAccessContacts","Let Windows apps access contacts","Machine","","At least Windows Server 2016, Windows 10","Software\Policies\Microsoft\Windows\AppPrivacy","LetAppsAccessContacts ; LetAppsAccessContacts_UserInControlOfTheseApps ; LetAppsAccessContacts_ForceAllowTheseApps ; LetAppsAccessContacts_ForceDenyTheseApps"
"AppPrivacy.admx","App Privacy","LetAppsAccessEmail","Let Windows apps access email","Machine","","At least Windows Server 2016, Windows 10","Software\Policies\Microsoft\Windows\AppPrivacy","LetAppsAccessEmail ; LetAppsAccessEmail_UserInControlOfTheseApps ; LetAppsAccessEmail_ForceAllowTheseApps ; LetAppsAccessEmail_ForceDenyTheseApps"
"AppPrivacy.admx","App Privacy","LetAppsAccessLocation","Let Windows apps access location","Machine","","At least Windows Server 2016, Windows 10","Software\Policies\Microsoft\Windows\AppPrivacy","LetAppsAccessLocation ; LetAppsAccessLocation_UserInControlOfTheseApps ; LetAppsAccessLocation_ForceAllowTheseApps ; LetAppsAccessLocation_ForceDenyTheseApps"
"AppPrivacy.admx","App Privacy","LetAppsAccessMessaging","Let Windows apps access messaging","Machine","","At least Windows Server 2016, Windows 10","Software\Policies\Microsoft\Windows\AppPrivacy","LetAppsAccessMessaging ; LetAppsAccessMessaging_UserInControlOfTheseApps ; LetAppsAccessMessaging_ForceAllowTheseApps ; LetAppsAccessMessaging_ForceDenyTheseApps"
"AppPrivacy.admx","App Privacy","LetAppsAccessMicrophone","Let Windows apps access the microphone","Machine","","At least Windows Server 2016, Windows 10","Software\Policies\Microsoft\Windows\AppPrivacy","LetAppsAccessMicrophone ; LetAppsAccessMicrophone_UserInControlOfTheseApps ; LetAppsAccessMicrophone_ForceAllowTheseApps ; LetAppsAccessMicrophone_ForceDenyTheseApps"
"AppPrivacy.admx","App Privacy","LetAppsAccessMotion","Let Windows apps access motion","Machine","","At least Windows Server 2016, Windows 10","Software\Policies\Microsoft\Windows\AppPrivacy","LetAppsAccessMotion ; LetAppsAccessMotion_UserInControlOfTheseApps ; LetAppsAccessMotion_ForceAllowTheseApps ; LetAppsAccessMotion_ForceDenyTheseApps"
